,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
298905,3067406009,"FURNITURE OUTLET WAREHOUSE, IN",EL PASO,TX,79915,FIRST SAVINGS BANK,SD,442110,15-Nov-07,2008,66,8,2.0,8,0,1,1,0,N,,31-Dec-07,"$480,000.00 ",$0.00 ,$0.00 ,"$480,000.00 ","$360,000.00 ",False,P I F
623718,6193914000,WINGSTOP,OLATHE,KS,66062,FIRST-CITIZENS BK & TR CO,NC,722211,24-Mar-03,2003,91,4,2.0,0,0,89769,1,N,N,18-Sep-06,30-Jun-03,"$165,000.00 ",$0.00 ,"$139,510.00 ","$165,000.00 ","$123,750.00 ",True,CHGOFF
145275,2061483006,PHARMACEUTICAL DEVELOPMENT SYS,IOWA CITY,IA,52240,MIDWESTONE BANK,IA,0,2-Oct-84,1985,120,6,1.0,0,0,0,0,N,N,7-Jun-90,14-Dec-84,"$600,000.00 ",$0.00 ,"$600,804.00 ","$600,000.00 ","$498,000.00 ",False,CHGOFF
210537,2486736003,"CARDOSO DEVELOPMENT, INC.",NORTH HOLLYWOOD,CA,91605,FIRST-CITIZENS BK & TR CO,NC,236118,23-Oct-06,2007,279,1,2.0,5,1,1,1,0,N,2-Aug-11,31-Oct-06,"$1,149,000.00 ",$0.00 ,"$264,886.00 ","$1,149,000.00 ","$861,750.00 ",False,CHGOFF
888290,9768123009,EAST BROADWAY MEDICAL MANAGEME,NEW YORK,NY,10002,BANCO POPULAR NORTH AMERICA,NY,0,18-Nov-96,1997,68,2,2.0,0,0,1,0,0,N,,31-May-97,"$600,000.00 ",$0.00 ,$0.00 ,"$600,000.00 ","$450,000.00 ",False,P I F
601509,5968724004,DJ CONCESSIONS,LEBANON,IN,46052,FARMERS BANK FRANKFORT INDIAN,IN,722330,23-Dec-02,2003,30,1,1.0,0,0,1,2,0,Y,,28-Feb-03,"$39,900.00 ",$0.00 ,$0.00 ,"$39,900.00 ","$33,915.00 ",False,P I F
647120,6478524005,TOWNSHIP LINE BEVERAGES INC.,DREXEL HILL,PA,19026,BANK OF AMERICA NATL ASSOC,NC,445310,9-Jul-03,2003,31,2,2.0,0,2,1,1,T,N,,30-Nov-03,"$29,500.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
651255,6536103000,THE INTERIOR SHOP INC.,SACRAMENTO,CA,95815,BANK OF THE WEST,CA,337920,7-Apr-94,1994,49,27,1.0,0,0,1,0,N,N,,30-Apr-94,"$240,000.00 ",$0.00 ,$0.00 ,"$240,000.00 ","$180,000.00 ",False,P I F
135354,1987815000,US SPONSORSHIP RESOURCE CENTER,PHILADELPHIA,PA,19144,CITIZENS BANK NATL ASSOC,RI,611710,25-Aug-06,2006,36,3,2.0,2,5,0,1,Y,N,3-Dec-10,31-Oct-06,"$150,773.00 ",$0.00 ,"$99,980.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
875408,9464113007,TRAVEL NETWORK,EAST PEORIA,IL,61611,NEWTEK SMALL BUS. FINANCE INC.,NY,561510,16-Aug-96,1996,100,6,2.0,0,0,1,0,N,Y,26-Sep-01,31-Jan-97,"$100,000.00 ",$0.00 ,"$93,473.00 ","$100,000.00 ","$80,000.00 ",False,CHGOFF
819681,8790003010,GORHAM COMMONS,GORHAM,ME,4038,"BUSINESS LOAN CENTER, LLC",DC,0,13-Nov-95,1996,233,4,2.0,0,0,1,0,N,N,27-Feb-04,31-Mar-97,"$845,000.00 ",$0.00 ,"$5,483.00 ","$845,000.00 ","$633,750.00 ",False,CHGOFF
199002,2403414004,INTERNATIONAL SPECIALTY PRODUC,BRISTOL,RI,2809,BUSINESS DEVELOPMENT COMPANY,RI,0,22-Oct-98,1999,126,5,2.0,0,0,1,0,N,N,12-Sep-02,31-May-99,"$150,000.00 ",$0.00 ,"$141,156.00 ","$150,000.00 ","$112,500.00 ",True,CHGOFF
269239,2878145006,Mid Missouri Pumping LLC,Columbia,MO,65201,THE BANK OF MISSOURI,MO,484220,24-Dec-07,2008,39,2,1.0,0,0,0,1,Y,N,,31-Dec-07,"$24,715.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
359841,3508943004,MCDUFFEE'S HARDWARE,MINNEAPOLIS,KS,67467,THE BENNINGTON STATE BANK,KS,444130,18-Aug-89,1989,75,5,1.0,0,0,61210,0,N,N,4-Apr-91,30-Oct-89,"$153,000.00 ",$0.00 ,"$131,242.00 ","$153,000.00 ","$130,050.00 ",False,CHGOFF
771866,8145023002,ETAS CORPORATION,DALLAS,TX,75247,PROSPERITY BANK,TX,0,6-Mar-95,1995,14,11,1.0,0,0,1,0,,N,,31-Oct-95,"$200,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","$150,000.00 ",False,P I F
112480,1822734006,SL COMPUTER INC,DENT,MN,56528,UNITED COMMUNITY BANK,MN,443120,4-Feb-98,1998,57,1,1.0,0,0,1,0,N,Y,16-Mar-01,31-Mar-98,"$59,000.00 ",$0.00 ,"$50,435.00 ","$59,000.00 ","$47,200.00 ",True,CHGOFF
19794,1145094006,DESERT LAKES DRIVING RANGE,"MOSES LAKE,",WA,98837,U.S. BANK NATIONAL ASSOCIATION,OH,0,18-Apr-97,1997,235,8,2.0,0,0,1,0,N,N,29-Mar-01,30-Sep-97,"$525,000.00 ",$0.00 ,"$370,497.00 ","$525,000.00 ","$393,750.00 ",False,CHGOFF
429620,4155943002,SUNDERLAND CONSTRUCTION,DECATUR,IL,62522,BUSEY BANK,IL,0,28-Jun-90,1990,5,22,1.0,0,0,1,0,N,N,,31-Jul-90,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$135,000.00 ",False,P I F
829243,8897434006,THAILAND VIEW,SHAKOPEE,MN,55379,PRIME SECURITY BANK,MN,722110,1-Jun-05,2005,92,7,1.0,0,0,1,1,0,Y,1-Nov-07,31-Jul-05,"$120,000.00 ",$0.00 ,"$100,837.00 ","$120,000.00 ","$102,000.00 ",False,CHGOFF
859554,9241561002,ULRICH CONSTRUCTION,IOWA FALLS,IA,50126,ACKLEY STATE BANK,IA,0,23-Jan-78,1978,144,2,2.0,0,0,0,0,N,N,6-Feb-89,1-May-78,"$40,000.00 ",$0.00 ,"$28,555.00 ","$40,000.00 ","$30,000.00 ",False,CHGOFF
225733,2595845004,"CENTRAL PENN RADON, INC.",WELLSVILLE,PA,17365,CITIZENS BANK NATL ASSOC,RI,541380,25-Jul-07,2007,84,1,2.0,0,1,0,1,N,N,10-May-12,31-Aug-07,"$9,784.00 ",$0.00 ,"$7,233.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
96246,1713944000,ANRAPO IMPORTERS,FREDERICKSBURG,VA,0,MANUFACTURERS & TRADERS TR CO,MD,0,3-Dec-97,1998,58,4,1.0,0,0,1,0,N,N,29-May-01,7-Jan-98,"$150,000.00 ",$0.00 ,"$80,967.00 ","$150,000.00 ","$112,500.00 ",False,CHGOFF
694478,7206124004,FINANCIAL GROWTH MORTGAGES INC,ST. LOUIS PARK,MN,55426,HIGHLAND BANK,MN,522390,23-Feb-04,2004,42,4,1.0,3,7,1,1,Y,N,16-Feb-10,31-Mar-04,"$69,420.00 ",$0.00 ,"$33,840.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
55438,1423505006,"CNL Wings VIII, Inc.",San Antonio,TX,78216,COMPASS BANK,AL,722211,22-Aug-05,2005,102,2,2.0,8,2,0,1,N,N,,30-Sep-05,"$213,700.00 ",$0.00 ,$0.00 ,"$213,700.00 ","$160,275.00 ",False,P I F
104746,1770394008,F & G GLASS INC,BENSALEM,PA,19020,WELLS FARGO BANK NATL ASSOC,PA,421990,6-Jan-98,1998,34,65,1.0,0,0,1,0,0,N,15-Jul-06,31-Mar-98,"$850,000.00 ",$0.00 ,"$670,000.00 ","$850,000.00 ","$637,500.00 ",False,CHGOFF
338508,3361435001,ROSATI'S PIZZA & RISTORANTI,LAS VEGAS,NV,89120,FIRST SAVINGS BANK,SD,722110,1-Apr-09,2009,99,5,2.0,2,5,70879,1,N,N,6-Sep-11,30-Apr-09,"$110,000.00 ",$0.00 ,"$106,124.00 ","$110,000.00 ","$99,000.00 ",False,CHGOFF
58523,1444205009,"Northeast Conversion Parts, Se",Portsmouth,NH,3801,PEOPLE'S UNITED BANK,CT,811118,7-Sep-05,2005,68,2,2.0,0,2,0,1,Y,N,,30-Sep-05,"$30,110.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
264826,2851676008,CURVES OF HURRICANE,HURRICANE,UT,84737,STATE BANK OF SOUTHERN UTAH,UT,713940,15-Jun-07,2007,82,6,1.0,7,6,1,2,0,N,14-Dec-10,31-Aug-07,"$144,000.00 ",$0.00 ,"$91,038.00 ","$144,000.00 ","$72,000.00 ",False,CHGOFF
676599,6945564006,BRIGHTMOON LAUNDRY INC,DETROIT,MI,48223,"BUSINESS LOAN CENTER, LLC",SC,812310,20-Nov-03,2004,278,1,1.0,4,1,1,1,0,N,30-Sep-10,31-Jan-04,"$200,000.00 ",$0.00 ,"$195,542.00 ","$200,000.00 ","$100,000.00 ",False,CHGOFF
559899,5506354006,GORMAN ENTERPRISES INC,WARRINGTON,PA,18976,SANTANDER BANK NATL ASSOC,DE,722211,3-Jul-02,2002,266,1,1.0,7,0,1,1,0,N,,31-Aug-02,"$1,380,000.00 ",$0.00 ,$0.00 ,"$1,380,000.00 ","$999,989.00 ",False,P I F
468181,4522374007,CONSIDER IT DONE! INC,BOISE (CORPORATE NAME BOISE CI,ID,83703,KEYBANK NATIONAL ASSOCIATION,OH,812990,17-May-01,2001,48,2,2.0,4,2,1,1,0,N,24-Aug-04,30-Jun-01,"$120,000.00 ",$0.00 ,"$109,215.00 ","$120,000.00 ","$60,000.00 ",False,CHGOFF
264474,2849586006,NASON CALL INC,GLENBURN CENTER (TOWN NAME GLE,ME,4401,"MERRILL BANK, A DIVISION OF",ME,488490,14-Jun-07,2007,22,3,1.0,0,3,1,1,0,N,,30-Jun-07,"$15,000.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
881610,9581203009,GREELEY HILL MARKET PARTNERS,COULTERVILLE,CA,95311,GE CAP. SMALL BUS. FINAN CORP,TX,0,26-Sep-96,1996,143,6,1.0,0,0,1,0,0,N,26-Sep-06,30-Nov-96,"$680,000.00 ",$0.00 ,"$336,092.00 ","$680,000.00 ","$510,000.00 ",False,CHGOFF
105611,1776195004,"L. D. GANGWISCH & COMPANY, INC",SAN DIEGO,CA,92110,CALIFORNIA BANK & TRUST,CA,238990,20-Apr-06,2006,36,5,1.0,0,5,0,1,Y,N,12-Jun-10,30-Apr-06,"$115,085.00 ",$0.00 ,"$44,458.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
252869,2777485004,"Expoze, Inc.",PHILADELPHIA,PA,19147,"PNC BANK, NATIONAL ASSOCIATION",DE,453310,25-Oct-07,2008,87,2,1.0,1,3,0,1,T,N,23-May-12,30-Nov-07,"$125,969.00 ",$0.00 ,"$49,938.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
23609,1177335007,"Dowtown Fitness, Inc",WASHINGTON,DC,20007,MANUFACTURERS & TRADERS TR CO,NY,713940,2-Feb-05,2005,92,2,2.0,2,2,1,1,N,N,,30-Nov-05,"$425,000.00 ",$0.00 ,$0.00 ,"$425,000.00 ","$318,750.00 ",False,P I F
126663,1923604001,HAMILTON REHABILITATION INC,CHATTANOOGA,TN,37343,BANK OF THE WEST,CA,0,23-Mar-98,1998,245,33,1.0,0,0,1,0,0,N,24-Sep-03,30-Sep-98,"$552,500.00 ",$0.00 ,"$122,114.00 ","$552,500.00 ","$414,375.00 ",False,CHGOFF
328065,3276153003,THE MARION HOME,STOCKTON,CA,95206,COMMUNITY BANKS OF COLORADO A,CA,0,29-Jul-88,1988,115,12,2.0,0,0,0,0,N,N,26-Sep-96,2-Sep-88,"$132,000.00 ",$0.00 ,"$24,823.00 ","$132,000.00 ","$108,240.00 ",False,CHGOFF
690644,7155714003,LOUNGIN LIZZARD LLC,REHOBOTH BEACH,DE,19971,"PNC BANK, NATIONAL ASSOCIATION",DE,448150,3-Feb-04,2004,48,1,1.0,0,1,1,2,T,N,16-Aug-11,31-Mar-04,"$52,500.00 ",$0.00 ,"$34,416.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
45982,1356633006,BUD'S BAR & RENTALS,MONTPELIER,ID,83254,U.S. BANK NATIONAL ASSOCIATION,OH,0,10-Mar-82,1982,86,4,1.0,0,0,0,0,N,N,11-Feb-91,16-Mar-82,"$100,000.00 ",$0.00 ,"$49,559.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
315942,3180683004,"CARE-A-LOT, INC.",CHARLOTTE,NC,28212,ANDERSON BROTHERS BANK,SC,0,24-Mar-88,1988,162,8,1.0,0,0,0,0,N,N,8-Sep-91,24-Jun-88,"$425,000.00 ",$0.00 ,"$255,585.00 ","$425,000.00 ","$340,000.00 ",False,CHGOFF
448513,4351244008,ALTERATION EXPRESS,PUYALLUP,WA,98374,COMERICA BANK,TX,812990,5-Mar-01,2001,84,1,1.0,0,1,1,1,0,N,31-Jul-06,31-May-01,"$132,000.00 ",$0.00 ,"$86,175.00 ","$132,000.00 ","$112,200.00 ",False,CHGOFF
4942,1033905002,"BL Thompson Trucking, Inc.",MOSINEE,WI,54455,BMO HARRIS BK NATL ASSOC,IL,484110,4-Aug-04,2004,51,3,1.0,0,0,1,2,N,N,,31-Aug-04,"$88,000.00 ",$0.00 ,$0.00 ,"$88,000.00 ","$74,800.00 ",False,P I F
729696,7593113004,SEA ISLAND CUTTING INC,WRANGELL,AK,99929,WELLS FARGO BANK NATL ASSOC,AK,0,19-Sep-94,1994,29,56,1.0,0,0,1,0,N,N,,31-Oct-94,"$300,000.00 ",$0.00 ,$0.00 ,"$300,000.00 ","$249,000.00 ",False,P I F
708729,7370654001,HAWAII GLASS BLOCK,HONOLULU,HI,96819,FIRST HAWAIIAN BANK,HI,235920,20-Apr-04,2004,35,5,1.0,0,5,1,1,Y,N,,30-Jun-04,"$189,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
103190,1760664002,"ERIC L. CHUTE, INC.",NEWPORT,NH,3773,"READYCAP LENDING, LLC",CA,0,29-Dec-97,1998,138,25,1.0,0,0,1,0,0,N,6-Aug-02,31-Dec-97,"$960,000.00 ",$0.00 ,"$685,469.00 ","$960,000.00 ","$720,000.00 ",False,CHGOFF
39401,1304833005,"BRAASHER OF CALIF., INC.",ANAHEIM HILLS,CA,92807,FDIC/MONCOR BANK,CA,0,7-Oct-81,1982,84,7,2.0,0,0,0,0,N,N,7-Dec-90,16-Dec-81,"$250,000.00 ",$0.00 ,$0.00 ,"$250,000.00 ","$213,500.00 ",False,CHGOFF
141368,2032626000,UNIVERSAL BEAUTY SUPPLY,PILOT MOUNTAIN,NC,27041,SELF-HELP CU,NC,446120,17-May-06,2006,71,4,2.0,6,3,1,2,0,N,,31-Oct-06,"$20,000.00 ",$0.00 ,$0.00 ,"$20,000.00 ","$10,000.00 ",False,P I F
66526,1502143000,PAYRITE DRUG & VARIETY,POST FALLS,ID,83854,U.S. BANK NATIONAL ASSOCIATION,OH,0,11-Mar-83,1983,193,7,1.0,0,0,62850,0,N,N,17-Jun-94,1-Apr-83,"$110,000.00 ",$0.00 ,$0.00 ,"$110,000.00 ","$99,000.00 ",False,CHGOFF
466653,4509084009,TIMAHOE ASSOCIATES INC,MYSTIC,CT,6355,BANK OF AMERICA NATL ASSOC,RI,235990,11-May-01,2001,12,3,1.0,0,3,1,1,Y,N,11-Aug-04,31-Jul-01,"$127,273.00 ",$0.00 ,"$93,405.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
119626,1873305002,Castillos Customs Inc,PHOENIX,AZ,85014,JPMORGAN CHASE BANK NATL ASSOC,IL,442110,14-Jun-06,2006,36,9,1.0,0,9,0,1,Y,N,10-Aug-10,30-Jun-06,"$100,357.00 ",$0.00 ,"$23,816.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
232261,2642726003,BIGFORK READYMIX INC,BIGFORK,MT,59911,"COMMUNITY BANK, INC.",MT,212321,25-Jan-07,2007,57,15,1.0,15,15,1,2,0,N,10-May-10,31-Mar-07,"$200,000.00 ",$0.00 ,"$178,058.00 ","$200,000.00 ","$100,000.00 ",True,CHGOFF
176115,2257436003,MARMAT INC PAUL A AND MARY BET,HOOVERSVILLE,PA,15936,FIRST COMMONWEALTH BANK,PA,236210,24-Jul-06,2006,5,2,1.0,0,2,1,2,0,N,,31-Aug-06,"$77,800.00 ",$0.00 ,$0.00 ,"$77,800.00 ","$38,900.00 ",False,P I F
144741,2057685007,"SPA MOSAIC, INC.",NARRAGANSETT,RI,2882,CITIZENS BANK NATL ASSOC,RI,812112,5-Oct-06,2007,60,4,1.0,0,4,0,1,Y,N,5-Jan-10,31-Oct-06,"$124,389.00 ",$0.00 ,"$56,795.00 ","$65,000.00 ","$32,500.00 ",False,CHGOFF
360814,3515915007,"Beyer Chiropractic Clinic, P.C",Frankfort,IL,60423,"PNC BANK, NATIONAL ASSOCIATION",DE,621310,14-Jul-09,2009,35,2,1.0,2,2,0,1,Y,N,,31-Jul-09,"$32,245.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
816226,8748004002,CHADWICK HOUSE LLC,PLANO,TX,75093,"NEXBANK, SSB",TX,422110,30-Mar-05,2005,110,2,2.0,0,0,1,1,0,Y,24-Apr-07,31-Oct-05,"$150,000.00 ",$0.00 ,"$145,672.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
160683,2163335000,"Betta Products, Inc",SEDRO WOOLLEY,WA,98284,WASHINGTON FEDERAL NATL ASSOC,WA,326121,6-Dec-06,2007,48,14,2.0,6,14,0,2,Y,N,8-Jun-10,31-Dec-06,"$111,350.00 ",$0.00 ,"$45,000.00 ","$45,000.00 ","$22,500.00 ",False,CHGOFF
423726,4096103007,PAL MANUFACTURING,JOPLIN,MO,64801,PINNACLE BANK,MO,0,17-May-90,1990,168,3,1.0,0,0,1,0,N,N,,31-Jul-90,"$205,700.00 ",$0.00 ,$0.00 ,"$205,700.00 ","$183,073.00 ",False,P I F
280675,2945676009,MIMI NAILS,RANDOLPH,NJ,7845,"CITIBANK, N.A.",SD,812113,15-Aug-07,2007,51,2,1.0,1,2,1,1,0,N,,31-Aug-07,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
35616,1271676007,KERMIT GRIBBLE TRUCKING INC L,SOMERSET,PA,15501,FIRST COMMONWEALTH BANK,PA,484220,6-Mar-06,2006,58,22,1.0,3,0,1,2,0,N,26-Jun-08,30-Apr-06,"$142,179.00 ",$0.00 ,"$45,907.00 ","$145,000.00 ","$72,500.00 ",False,CHGOFF
407471,3935853006,ABDUL-JAAMI$SHARIFA SALAAM,PLAINFIELD,NJ,7080,WELLS FARGO BANK NATL ASSOC,SD,0,7-Mar-90,1990,271,2,1.0,0,0,1,0,N,N,8-May-96,30-Apr-90,"$150,000.00 ",$0.00 ,"$131,210.00 ","$150,000.00 ","$120,000.00 ",False,CHGOFF
838869,8993984007,KIMBERLY CAMPBELL,BAKERSFIELD,CA,93304,CALIFORNIA BANK & TRUST,CA,624410,19-Jul-05,2005,250,7,1.0,0,7,1,1,0,N,14-May-14,31-Jul-05,"$300,000.00 ",$0.00 ,"$197,410.00 ","$300,000.00 ","$225,000.00 ",False,CHGOFF
698019,7248753007,CW ENT. DBA CASCADE BOWLING LA,FEDERAL WAY,WA,98023,BANK OF AMERICA NATL ASSOC,WA,713950,5-Jul-94,1994,3,26,1.0,0,0,1,0,N,N,25-Sep-97,31-Jul-94,"$65,000.00 ",$0.00 ,"$25,828.00 ","$65,000.00 ","$45,500.00 ",False,CHGOFF
658089,6639474005,PARAGON POST CLEARVIEW POST PR,TOPANGA,CA,90290,WELLS FARGO BANK NATL ASSOC,CA,532490,29-Aug-03,2003,87,1,1.0,0,1,1,1,0,N,,30-Sep-03,"$162,000.00 ",$0.00 ,$0.00 ,"$162,000.00 ","$121,500.00 ",False,P I F
653299,6567564008,YORK ADAMS PAIN SPECIALISTS PC,HANOVER,PA,17332,"PNC BANK, NATIONAL ASSOCIATION",PA,621111,7-Aug-03,2003,69,9,2.0,0,0,1,2,N,N,,31-Mar-04,"$233,199.00 ",$0.00 ,$0.00 ,"$233,200.00 ","$174,900.00 ",False,P I F
399933,3855384003,VICTORY PRODUCTIONS INC,HUNTINGTON BEACH,CA,92648,GE CAP. SMALL BUS. FINAN CORP,TX,541922,25-Jul-00,2000,8,30,1.0,0,30,1,1,0,N,16-Dec-05,31-Jul-00,"$265,000.00 ",$0.00 ,"$44,246.00 ","$265,000.00 ","$198,750.00 ",False,CHGOFF
155085,2128735007,Keith L. Cress,SAINT MARIES,ID,83861,U.S. BANK NATIONAL ASSOCIATION,OH,113310,16-Nov-06,2007,70,2,1.0,0,2,0,2,Y,N,7-Mar-08,30-Nov-06,"$10,466.00 ",$0.00 ,"$9,966.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
796139,8500934006,"BAS, INC.",NORFOLK,NE,68701,BANKFIRST,NE,442210,20-Jan-05,2005,9,9,1.0,0,0,1,2,N,N,24-Jun-14,28-Feb-05,"$416,000.00 ",$0.00 ,"$225,555.00 ","$416,000.00 ","$312,000.00 ",False,CHGOFF
113692,1831774009,STERLING CONTRACTORS INC,HOPKINS,MN,55343,ASSOCIATED BANK NATL ASSOC,MN,235420,9-Feb-98,1998,64,80,1.0,0,0,1,0,0,N,9-Feb-00,28-Feb-98,"$300,000.00 ",$0.00 ,"$51,096.00 ","$300,000.00 ","$225,000.00 ",False,CHGOFF
454147,4400823006,"U.S. CARBIDE MFG. CO., INC.",INDEPENDENCE,OH,44131,THE HUNTINGTON NATIONAL BANK,OH,333512,13-Mar-91,1991,72,10,1.0,0,0,1,0,N,N,30-Nov-95,31-Jul-91,"$230,000.00 ",$0.00 ,"$162,857.00 ","$230,000.00 ","$195,500.00 ",False,CHGOFF
281679,2951654007,OSAKA SUSHI BUFFET,PASADENA,CA,91030,WILSHIRE BANK,CA,0,19-May-99,1999,80,5,1.0,0,5,1,0,0,N,30-Sep-03,30-Jun-99,"$50,000.00 ",$0.00 ,"$44,750.00 ","$50,000.00 ","$40,000.00 ",False,CHGOFF
483146,4647933006,"DIVERSIFIED MACHINE PRODUCTS,",HUNTSVILLE,AL,35811,CADENCE BANK NATL ASSOC,AL,0,5-Dec-91,1992,136,15,1.0,0,0,1,0,N,N,26-Feb-98,30-Apr-92,"$167,500.00 ",$0.00 ,"$126,052.00 ","$167,500.00 ","$140,030.00 ",False,CHGOFF
717771,7471854001,FOR BIG THINGS LIMOUSINES LLC,SAN FRANCISCO,CA,94080,BANK OF AMERICA NATL ASSOC,NC,485320,26-May-04,2004,36,4,1.0,0,4,1,1,T,N,4-Dec-08,30-Jun-04,"$10,000.00 ",$0.00 ,"$9,769.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
51515,1395825010,"Cover Ups, LLC",ROSWELL,GA,30076,BRANCH BK. & TR CO,NC,448130,1-Aug-05,2005,72,4,1.0,0,4,0,1,Y,N,,31-Aug-05,"$129,465.00 ",$0.00 ,$0.00 ,"$65,000.00 ","$32,500.00 ",False,P I F
300955,3080636002,FRONT PAGE DELI,CLARKSVILLE,TN,37040,"PLANTERS BANK, INC.",KY,722110,28-Nov-07,2008,46,20,1.0,0,20,1,1,Y,N,,31-Jan-08,"$27,500.00 ",$0.00 ,$0.00 ,"$20,000.00 ","$10,000.00 ",False,P I F
584191,5764823001,WILD BIRD CENTER,WALDORF,MD,20603,THE COLUMBIA BANK,MD,0,8-Jul-93,1993,37,2,1.0,0,0,1,0,N,N,,31-Oct-93,"$112,000.00 ",$0.00 ,$0.00 ,"$112,000.00 ","$100,800.00 ",False,P I F
546196,5358004003,LARRY'S GIANT SUBS,JACKSONVILLE,FL,32223,CENTERBANK OF JACKSONVILLE N.A,FL,722110,24-Apr-02,2002,85,4,1.0,0,0,46885,1,0,Y,21-Mar-06,31-May-02,"$75,000.00 ",$0.00 ,"$67,391.00 ","$75,000.00 ","$63,750.00 ",False,CHGOFF
776283,8208443008,Q-ZAR,COLORADO SPRINGS,CO,80906,LOANS FROM OLD CLOSED LENDERS,DC,0,27-Mar-95,1995,67,19,1.0,0,0,1,0,N,N,30-Apr-02,31-Jul-95,"$300,000.00 ",$0.00 ,"$127,720.00 ","$300,000.00 ","$255,000.00 ",False,CHGOFF
444974,4321343006,SENECA FALLS COMMERCIAL CENTER,SENECA FALLS,NY,13148,KEYBANK NATIONAL ASSOCIATION,NY,335312,11-Dec-90,1991,60,1,2.0,0,0,1,0,N,N,5-Jul-07,30-Apr-91,"$262,500.00 ",$0.00 ,"$107,569.00 ","$262,500.00 ","$223,125.00 ",False,CHGOFF
426646,4127734008,MCKENZIES PASTRY SHOPPES,NEW ORLEANS,LA,70126,BUSINESS RES. CAP. SPECIALTY B,LA,311811,12-Dec-00,2001,68,220,1.0,0,0,1,1,N,N,9-May-06,30-Apr-01,"$100,000.00 ",$0.00 ,"$100,000.00 ","$100,000.00 ","$75,000.00 ",False,CHGOFF
282055,2953836009,"THE LAUNDRY LADY DRY CLEANERS,",VISALIA,CA,93277,COMMUNITY SOUTH BANK,TN,812320,22-Aug-07,2007,93,4,2.0,0,4,1,1,0,N,,30-Sep-07,"$291,000.00 ",$0.00 ,$0.00 ,"$291,000.00 ","$218,250.00 ",False,P I F
791386,8420603005,ALI MAYDANE & NOUH FARAH PARTN,DECATUR,GA,30030,SOUTH STATE BANK,GA,0,13-Jun-95,1995,180,3,1.0,0,0,1,0,N,N,8-Jan-01,31-Oct-95,"$355,000.00 ",$0.00 ,"$35,933.00 ","$355,000.00 ","$266,250.00 ",False,CHGOFF
457604,4428403000,"AMERICAN PROMOTIONS, INC.",NEWFIELD,NJ,8344,WELLS FARGO BANK NATL ASSOC,SD,0,12-Apr-91,1991,100,8,1.0,0,0,1,0,N,N,10-Dec-96,23-Jul-91,"$247,500.00 ",$0.00 ,"$225,780.00 ","$247,500.00 ","$198,000.00 ",False,CHGOFF
382560,3690206010,Vogt Dirt Service LLC,BECIDA,MN,56678,ULTIMA BANK MINNESOTA,MN,212321,26-Feb-09,2009,5,5,1.0,2,5,1,2,Y,N,,31-Jul-09,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
305053,3105685007,CLC Holding Company,Fairless Hills,PA,19030,"READYCAP LENDING, LLC",CA,811121,28-May-08,2008,96,2,2.0,9,2,0,1,N,N,15-Nov-10,30-Jun-09,"$150,000.00 ",$0.00 ,"$132,755.00 ","$295,000.00 ","$221,250.00 ",False,CHGOFF
302487,3089584004,RAFMAR ENTERPRISES INC,WINTER SPRINGS,FL,32708,WELLS FARGO BANK NATL ASSOC,SD,0,28-Jul-99,1999,150,4,2.0,4,4,1,1,0,N,,30-Apr-00,"$1,079,300.00 ",$0.00 ,$0.00 ,"$1,079,300.00 ","$749,994.00 ",False,P I F
399765,3853843010,"CLASSIC USA, INC.",NEW MARTINSVILLE,WV,26155,"WESBANCO BANK, INC.",WV,0,12-Feb-90,1990,141,12,1.0,0,0,1,0,N,N,,6-Jul-90,"$93,000.00 ",$0.00 ,$0.00 ,"$93,000.00 ","$83,700.00 ",False,P I F
